State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total charge
37.96053598759276,130,510,0.6960535987592762,1.0,30,216.78278453258,86,206.33770735158976,87,154.86960535987595,110,10.463812404342534,2,2,64.1922085145807
7.549395351499472,127,415,0.0,0.0,0,138.36353953443447,96,198.23091628191506,90,154.50305581563404,76,10.30582790745928,2,5,50.10997860502055
35.840668645696894,80,415,0.06169518155151732,0.0,0,268.3061695181552,112,183.34683816385206,112,266.65444954566556,87,6.5097636172751585,7,1,74.9573015537777
30.386386553210844,96,408,0.12879551773694797,0.871204482263052,27,89.93560224113152,87,284.4913949280699,112,183.61581513183552,103,8.509843137584136,5,1,50.02988347123522
34.63754656425288,57,510,0.7660647765353026,0.7660647765353026,25,268.66938379607717,102,257.21314414247456,103,167.7159587123005,95,8.504115790504105,2,1,77.3804115790504
14.750184537707117,44,510,0.0,0.21155265674670132,5,173.46563729009128,116,142.50007381508286,118,247.22461247081506,117,9.632634107338525,3,4,55.33905450212378
40.299698069519906,118,510,0.33501509652400474,0.0,0,253.82694263320877,84,262.0757826100543,96,171.09980133599402,115,9.168516606176405,2,3,75.60797195097089
27.42487657862205,169,510,0.0,0.0,0,293.38774983115263,142,220.49482721007087,126,174.44361638064407,112,9.639713142433997,2,0,79.06995063144882
24.679875767645747,79,408,0.9071950307058299,1.0,42,103.94243975435336,114,238.82429516480144,87,205.46746534903642,103,11.630865589046907,2,0,50.35637108208961
30.951212257129992,122,510,1.0,0.0,0,262.7914423144864,66,230.99881996745097,84,127.48656849782722,112,10.262194456903583,1,2,72.80877931490268
19.28572820274572,55,415,0.56044063098044,0.0,0,291.3944726289005,130,153.6022031549022,104,231.3176447230616,68,8.364837198862835,6,1,75.25406414626266
47.89120008494386,127,510,0.8890105307865189,0.0,0,242.53296840764042,100,225.112193724,81,251.012193724,99,13.9,5,1,75.40785684501124
31.658833368580723,95,408,0.5529444561935746,0.4470555438064254,14,89.7235277719032,90,311.4672674139113,109,178.39878318881904,89,8.212938880664497,3,1,51.97248560936657
18.777492101586517,116,411,0.0,0.0,0,126.44066175909131,108,248.4905374068029,112,222.6828661696154,67,12.35882402376443,4,5,55.97629125489326
26.27087278095466,183,415,0.0,0.0,0,234.84248150951072,77,282.2482226351956,117,195.26401701050366,91,12.838401627610956,4,1,76.17144474885035
39.2930197431924,150,411,0.45335177981221153,0.0,0,283.1485146567607,73,248.36074708239457,125,122.98880391938953,98,10.77871462751175,3,0,77.69094000877469
17.521602195881638,118,410,0.0,0.0,0,311.2574255071812,88,177.3719736693632,87,176.29177502184635,98,9.97808285464613,4,1,78.61119034210937
15.440793758297474,128,415,0.0,0.0,0,137.46128479625563,119,224.9694517606816,110,145.78231175438245,95,10.26263911302122,5,1,51.81485720563413
17.664323559957893,78,510,1.0,0.0,0,125.37926174536,103,209.08400741657894,96,204.33303956486105,140,13.734622042023158,3,1,51.990667785412
30.746095578953607,51,510,1.0,0.0,0,178.47763925371768,116,189.59175548166633,108,217.9912862765923,91,11.490193713247779,2,1,59.37455660616979
34.62177792345735,143,415,0.0,0.04202467517140529,1,222.20735844554346,100,166.00735844554345,126,203.3824245440598,84,4.73533818095987,4,0,62.321643533190965
25.5831640146913,89,415,0.7399041207669304,0.0,0,146.5605752753984,87,187.21820909833176,105,218.5501015911852,144,14.879328845368512,3,2,54.68238888208914
3.70347377742803,85,415,0.0,0.08192344780084937,2,129.5042746826725,119,198.33704406179282,93,135.65556449867154,149,12.453962688182632,4,6,48.335601157138655
20.719029431687275,102,415,0.28003732955048943,0.7199626704495106,25,126.3883583636847,119,175.48438449437003,101,269.4665292157107,125,9.948153051157007,3,1,51.2152686863729
5.258141433620221,110,415,0.8583416767991209,0.0,0,133.0591808505585,104,182.39003003647684,91,242.53074906432886,123,13.268311640322286,2,2,52.619328660992494
37.1423978596765,120,415,0.0,0.0,0,243.0182110452933,89,233.28856846936267,93,269.06754916873905,121,9.807200267540438,4,3,75.89686129180764
40.501564526029625,99,415,0.0,0.0,0,218.02091451287598,119,301.0264862997281,71,198.55444636520417,71,12.391077016164392,2,0,74.93089229838355
31.476228578419295,66,408,0.0,0.0,0,295.8118457034501,105,195.05063235135833,96,214.87222666748224,92,9.650792380719356,3,1,79.1448967575239
22.85279669475684,68,510,0.8049067768414386,0.0,0,116.5915998669159,103,203.72009824756535,98,202.87383722272136,136,12.792875404837638,4,1,49.71987445597054
40.405783665185,28,510,0.0,0.0,0,226.27839213327945,94,274.3936340891224,109,242.53974165515595,118,8.210803933360271,3,1,74.920180065556
31.33470678633377,58,510,0.962810357074026,0.0,0,113.44919188998688,65,123.75411503840559,95,244.79917592819973,75,6.466941357266753,1,0,42.57834866404205
34.63335496035162,38,408,0.0,0.0,0,282.4587670160315,86,184.89252436088637,91,206.40747563911364,105,9.937326412687483,3,0,75.7086761825547
42.8285065723168,109,510,0.0,0.0,0,240.56929789357017,117,285.1155213008833,93,188.10556511632865,90,9.495248904613867,5,0,76.16502935120258
22.48818399457654,121,510,0.8293946648588469,0.0,0,151.879994870602,73,205.02547708601034,108,171.46380642928668,83,10.341210670282306,2,3,53.75534815327491
12.37825438097916,60,510,1.0,0.28152119841492995,11,218.2825161673936,95,235.64476811752013,116,91.52703001681195,102,18.275650876195833,4,1,66.18958653476365
2.6362308021693606,107,415,0.872753839566128,0.0,0,135.05599701398745,107,180.11330908649822,91,245.52816638309875,120,12.4037399743079,2,3,52.66851862203821
35.01322351370743,109,415,0.11258039041193701,0.11258039041193701,2,173.70332393081674,120,145.67140697402013,121,215.16358118013494,87,9.484095678771329,5,3,54.15409567877133
46.14791770699034,69,412,0.0,0.0,0,262.7481091504137,139,236.3744374620537,79,172.2000957217117,104,10.925897563937273,4,0,75.46668740637087
30.69764874736287,32,510,0.0,0.0,0,240.79245846654965,89,235.3843463678056,98,181.7721161273734,98,12.151746191612276,2,1,72.40349652271229
2.3861378807817633,56,415,0.0,0.0,0,247.27797071855048,85,228.17053929460914,92,243.82698109604235,128,9.939356930472309,2,1,75.08618791721497
4.628407423882585,189,415,0.758106171741161,0.0,0,128.340143461513,89,219.6391678891528,110,172.5453945617505,95,13.071076046527018,4,4,51.78698422093716
41.627878911680554,17,510,0.0,0.9875959637226852,30,153.3059070022034,115,185.3480203856595,59,224.65599584115895,102,10.006202018138657,1,5,54.625953937413115
36.124928138141975,113,411,0.5312320345354942,0.0,0,128.77793636262268,72,188.8312895240219,111,176.46229160061174,91,11.731289524021912,3,2,49.04809733318466
33.39746947848,87,415,0.0,0.6987347392399996,23,139.866841288096,108,214.881260820764,91,111.82910099748001,114,14.516710322024,3,4,50.9951396226832
25.819710188426896,91,510,0.4016425157022412,0.0,0,213.89440596131152,117,218.21728510644087,90,208.7713720499128,70,8.942628025123586,2,1,66.71593627146848
44.54143288437074,122,412,0.0,0.0,0,61.31889512308345,112,87.78198532282902,87,190.14739749190974,109,12.065192057602605,4,4,29.69752395263017
34.30234576629744,47,510,1.0,0.0,0,176.8589322718922,117,187.67873813950897,102,220.431609681011,94,10.999676446027939,2,1,58.91469666815119
43.40470478224245,118,510,0.0,0.0,0,252.5832933475697,96,265.1023523911212,108,199.3949248883714,117,9.287932922409954,2,3,76.96249400213546
26.38514268782683,145,415,0.0,0.9518571640216466,33,196.19271477249788,133,141.05667144761946,100,212.25887135872856,89,10.047042880423811,4,2,57.6011700874094
18.64052993268782,77,415,0.9028949951919872,0.0,0,273.0863689894224,69,261.05584887403006,122,163.27732090480134,85,11.650421982691153,6,1,79.10691167855627
24.068305758523458,147,409,0.14773612560881855,0.0,0,148.79769717293001,80,190.21723225034606,131,154.39459350643426,100,8.860284816457321,4,5,50.79708423016663
24.965859503207806,75,510,0.3321953167735935,0.0,0,250.69726876025663,124,238.72072245325433,116,276.987026611219,97,9.929805481998141,5,2,78.04923858409168
36.64409611246984,68,415,0.0,0.0,0,230.36945348368184,98,220.3559329420644,105,272.58137021324563,84,11.479657446688586,4,1,73.26101022721369
28.29237002232417,117,510,1.0,0.0,0,255.05864281492615,68,245.46735312851928,92,121.3047603019037,112,10.018467252046383,1,2,72.37893315360908
46.25867928188514,62,415,1.0,0.0,0,208.95794796222378,93,286.5923769046242,115,203.1119810771723,132,10.573740587083957,3,0,71.87800559925181
30.236907486572484,37,408,0.0,0.0,0,138.88969162190827,111,158.72909338667853,83,215.72369074865725,118,10.457938324381658,2,5,49.64269303737814
8.550693228281224,102,415,0.2395101699095381,0.7604898300904619,13,152.2951016990954,86,173.05559152918585,86,167.4043760945469,109,11.523951016990953,5,0,51.24956239054531
17.302409016603427,46,408,0.0,0.0,0,227.59018168000472,113,272.9001195904649,121,286.47716840173155,86,8.065482090109105,4,0,76.95459650405834
0.8667566681620831,127,415,0.0,0.0,0,58.633378334081044,94,139.35180101445786,116,137.42406480107672,90,11.802923253165847,1,4,31.181400310893373
21.675090638664166,134,412,0.0,0.0,0,222.7287001487347,95,277.71782496281634,64,228.96130505138584,74,11.50733298665863,4,2,74.88159295691169
26.01368745142607,136,408,0.9954375161913099,0.0,0,257.96258763276876,111,246.57026225065383,116,173.17080010362437,100,10.908212470855643,3,0,75.54059312289513
44.412657032212934,156,415,0.0,0.0,0,268.2240449264708,102,186.26759250196088,110,220.88404836120458,91,6.981518672128864,4,1,73.26754293859949
37.12867413426154,115,415,0.0,0.0,0,117.3598082827118,104,191.92934904946128,113,190.42780359708257,93,8.311277936416413,4,4,47.07239057032323
4.863840917898905,100,510,0.9363590907133577,0.0,0,243.11460363886903,101,345.554163619922,101,165.30197546131782,94,11.140897726783395,3,0,81.15098149920337
36.796096773328486,21,510,0.16862648561429017,0.16862648561429017,7,248.84398200054542,111,267.2043280129085,111,169.06082003227127,129,11.270578098950047,3,0,75.67063780935867
7.604085967291158,69,415,0.0,0.0,0,182.63178963541543,84,160.1280910251267,75,258.3472525919418,119,12.5141774966101,1,2,59.66594933035397
13.494128961774368,42,510,0.0,0.11493299705956683,3,171.74580734766027,116,141.99765158470976,120,249.86232918027383,116,10.028774712055776,3,4,55.229874286677315
23.75085827858685,152,414,0.9061427151766438,0.9061427151766438,18,235.6322400320152,116,255.80274649147793,91,263.83906937006134,78,13.843342317671246,3,8,77.40969101970873
28.18664137492933,74,415,0.0,0.0,0,271.5522606068447,99,234.05933462340775,97,235.42770145554928,101,7.81748513473243,2,0,78.7639886187182
38.31559815943345,91,412,0.0,0.0,0,275.22435560893405,92,197.87448773037949,79,214.2,121,6.550958369783913,14,2,75.02490747149446
29.36646437745293,128,409,0.17071320068324447,0.0,0,120.4460546105903,101,196.4173748288631,102,243.58786039795027,119,11.98778452075157,3,0,51.37070561296337
29.095493606774415,107,415,0.0,0.0,0,224.40576713508855,94,285.624834590875,110,248.06876790310494,113,11.688528260959709,3,1,76.74611721863586
41.004812928676515,117,510,0.0,0.0,0,250.90336905007356,99,263.90240646433824,115,200.52630247648108,116,9.613632531108188,2,3,76.71050535751104
20.348927035100825,98,408,0.0,0.4825536482449587,10,142.68612016878268,115,165.91514592158327,126,204.5036437707244,97,11.075575107542942,5,6,50.54885750993279
35.695725896790094,101,411,0.0,0.0,0,155.04266619949627,106,179.8649219449333,120,220.34564111548147,115,12.16567502800493,5,5,54.848810033605915
29.87450445815134,94,510,0.0,0.0,0,124.19132848936498,96,171.3847329389556,109,190.96222878086792,69,10.632213648835524,2,4,47.14137100908752
17.738383843434846,111,408,0.43459596085871177,0.0,0,317.258257564014,103,151.1680555069396,96,204.03030306060907,92,9.086489902146779,3,0,78.41709848094656
30.51267621303172,146,413,1.0,0.0,0,132.70312435073964,103,135.70545444431588,96,233.29802752656994,88,12.09649169015714,2,2,47.863411003119204
38.38845941390921,92,415,0.39807656898486843,0.0,0,272.4069206690971,99,202.82308117218156,83,212.647501380959,95,5.574806736259145,10,2,74.6306920669097
21.93458078081277,114,408,0.10747671004515391,0.0,0,156.63784855183954,75,180.39205669337477,90,169.31542161163668,72,9.807476710045153,2,5,52.23336428027537
13.132399712416245,137,411,0.4433800143791877,0.0,0,146.59538191228697,72,183.73031189071818,142,159.55436031634213,109,7.146253975555381,4,5,49.640112983463936
6.856716629750032,118,415,0.0,0.0,0,206.58037223930612,109,125.23529871400629,97,144.3797400002158,112,8.888918093159402,4,5,54.661492505537495
40.26261510618398,96,510,0.3686924469080113,0.0,0,301.4804053332416,114,147.71812157339346,90,305.49093921330325,119,9.953554319487237,2,1,80.24462986369662
21.775091486918978,118,510,0.5916971623063255,0.0,0,143.6318915320295,77,207.56884036332232,101,175.31450597063753,84,10.816605675387349,2,3,52.871113443779535
37.702633773085516,127,410,0.0,0.0,0,254.8663544063051,95,253.19923488124923,76,226.2750208443124,86,10.0,2,1,77.73348325065285
40.25133063250387,106,408,0.0,0.0,0,208.11605546917966,112,269.034654035549,70,336.68885297565237,79,10.373477220336706,4,0,76.20479300719029
20.0,68,411,0.48763622245420934,0.0,0,297.79098856668884,85,264.573491177337,121,173.0391657964506,77,11.743818111227105,4,2,84.07441943128025
47.27042638034157,19,510,0.10422480280834767,0.0,0,231.87210070122197,82,204.75155429444402,105,168.88899991245535,87,10.82084496056167,2,0,67.34253293165466
40.46195468942075,94,412,0.6154886723551874,0.0,0,280.575820073035,119,181.6422388064933,86,212.7993236296913,81,9.776225895220245,2,1,75.35529928866875
18.22199276481724,93,510,1.0,0.0,0,239.30339011191688,83,240.60092352564115,105,96.30621520518098,102,13.655036428383736,2,2,69.14646417454816
14.17330888545433,123,412,0.0,0.3477757404545275,11,198.93396699536336,106,121.79659365350034,83,171.69861043654495,128,10.730560648863682,4,5,54.79860754579542
20.406372631034444,97,510,0.0,0.0,0,120.1173285256896,94,166.62904047077566,99,196.52397842327602,63,11.944522052672417,3,4,46.64583582081033
12.383072269742748,104,415,0.6006510665483559,0.39934893345164413,14,129.46625023886423,113,178.78670598544807,95,256.83434797799475,124,11.26266937284826,2,2,51.80519796244897
23.564060838234404,86,510,0.2564060838234402,0.0,0,119.31284471382405,88,157.6207110183866,99,207.1510696666131,66,10.489766538971079,2,2,45.833094447941555
20.0,68,411,0.49373394050479724,0.0,0,297.4995176438707,85,264.56190551304087,121,172.9458707102766,77,11.746866970252398,4,2,84.02045462653254
38.17052015688166,134,415,0.0,0.0,0,216.64190767054853,100,181.49416151224273,133,182.1379773677187,97,8.36803459139562,4,0,62.710231209412896
20.780254377471508,60,414,0.0,0.0,0,262.1137800407864,121,213.6990429476332,126,235.27455095068356,70,9.191516983561188,3,1,75.79003148349908
25.21925893410707,133,409,0.745608419158153,0.745608419158153,23,228.50279500249775,132,265.4596614778521,103,164.34639070293093,109,14.789460205979568,3,1,72.80361710168957
28.914440720384583,89,408,0.3618530932051387,1.0,36,94.77646083030783,97,261.82587627179447,103,191.82191160565404,104,9.794115207576958,4,1,49.64263773219487
39.30745348504559,57,408,0.0,0.0,0,287.66601594798436,96,176.98673471651497,77,214.83300797399218,127,10.066992026007815,7,0,76.33834960130038
43.04564874550238,69,415,0.0,0.0,0,231.93723871000495,95,301.44166881794774,110,254.60485734804803,103,12.694580645239274,6,0,79.93642236574841
31.459734926913505,87,415,0.14002409755331768,0.0,0,164.2775831123276,61,178.26382167810547,89,238.75132044899644,126,8.354267482841825,6,3,56.08095541952636
38.294156767547804,196,415,0.0,0.0,0,228.80655023180873,99,295.83359116806264,95,234.88491154797558,84,11.919717200257395,4,1,77.82612725988417
20.08540192729685,61,415,0.0,0.0,0,259.67831940718185,122,210.77043943644003,126,235.58248658206742,70,9.119562698215587,2,1,75.12042357892052
37.07150774429017,86,510,0.33134700710305076,1.0,31,118.36949836667043,69,303.4383730435799,91,173.0416020088297,121,8.02240853906678,3,3,55.864995847494285
26.553876825663753,115,415,0.0,0.5179589418879175,18,127.50812435908546,110,175.82967508935096,107,266.37619699731596,127,12.029675089350953,3,1,51.856898539469
30.70536175606339,79,510,0.8039022872616071,0.19609771273839294,8,156.14448296364526,127,175.11844530736946,100,131.3904409517776,117,11.321560914904643,2,2,50.405658316529326
9.395178649560403,82,410,0.38921992892423174,0.0,0,116.40774633682702,129,246.9185264079028,128,261.0575299616912,108,9.76646804264546,2,3,55.16370528158056
22.648881801707667,75,415,0.7193167844840257,0.0,0,152.09348485951708,96,204.124123886177,73,123.36830425775064,103,13.563180141380832,4,1,52.41899631103782
23.206992578438427,115,510,0.7930074215615732,0.0,0,159.45594062750743,76,200.46769796461277,119,163.58728331257086,89,10.186293320594585,2,3,54.25959467558379
28.450282114662063,86,408,0.5165726284459791,1.0,38,96.81875869548692,102,255.63709486216084,99,194.6532791005614,103,10.304689673871732,3,0,49.72928067192974
20.027528995802104,92,408,1.0,0.0,0,311.81225224862965,109,129.54535309783512,100,217.81637790700452,73,10.492842461091453,2,0,76.65816253180509
32.823727249067815,114,415,0.0,0.0,0,286.5003988277048,125,205.8609446856337,74,191.54791583013005,140,6.9521154220147325,5,0,76.69157893972928
7.448339509463164,127,413,0.21906880910185778,0.0,0,72.24231066342908,91,134.340530698873,112,139.23166378103062,91,12.294323856383343,1,4,33.28450185283895
43.192130024981935,68,415,0.03672136250082114,0.0,0,161.63363869623956,85,155.62059102626387,86,190.61068979002036,87,11.253377401255666,8,4,52.33225585200183
17.595665196301013,88,415,0.0,0.0,0,265.48056225102334,121,244.5357939669545,114,158.86881111262656,113,14.108635173563576,2,1,76.881787976656
27.03316389603251,71,510,0.3388606493387516,1.0,30,200.4444768047403,121,137.4507624678537,109,214.68702889649057,127,8.975340934974513,6,2,57.84975390383923
16.025856795798127,123,510,0.0,0.0,0,146.0243176217986,122,221.6584241247554,113,210.9242151208148,84,7.938190024294131,2,4,55.3014816407092
35.13541627956839,76,410,0.42795135663069916,0.0,0,288.8562506967769,116,198.860677267205,91,212.81701403082494,83,8.630121608423252,3,1,77.91740467614757
15.512667725956417,148,415,0.0,0.0,0,134.62146009907022,120,218.36631797363196,102,157.04262446959322,96,10.661400953360774,4,2,51.38733227404359
8.826044707167513,79,415,0.0,0.0,0,198.12011666334823,73,168.52905736177664,73,260.5162293552224,122,10.772886292286293,1,1,62.64141886195289
10.842649575313956,57,510,0.06824628056718363,0.9317537194328164,41,132.67705635009315,115,205.5746039845186,94,140.73327223679675,114,11.027298512226874,4,3,49.33895710682242
30.367165453609108,29,415,0.0,0.39701504123719167,11,135.87343697216775,68,122.66358117422618,99,268.58746472577457,104,10.523284230928274,5,5,48.447015817526385
33.64849529651417,83,510,0.9129072332042285,0.08709276679577149,3,159.62174073921489,129,170.60564054534495,101,130.0060781383063,117,11.365162893281692,2,2,50.56371548814613
39.50986922599738,74,415,0.0,0.0,0,275.18597045785,127,223.88250823237487,56,170.2297600903293,109,10.165866967764398,4,1,76.22454906385087
40.17858570437438,114,414,0.11383839347660141,0.0,0,270.8493432945893,118,228.42230322692265,96,160.70512134802007,94,15.77388883587869,4,2,76.95785857043742
16.55923971323215,91,415,0.0,0.0,0,201.81477017322518,73,181.53669094206418,85,273.99236371245587,125,9.51426777136203,2,1,64.64039437442379
39.44811642897534,58,408,0.0,0.0,0,287.61778865292274,97,177.03295254094903,77,214.80889432646137,128,10.091105673538628,7,0,76.33955528367692
24.736005444333166,109,510,1.0,0.0,0,248.20587410725534,72,249.4310296023183,98,112.62743586330143,109,10.868486559924147,1,2,71.3901796530481
33.46773290170059,98,510,1.0,1.0,33,191.34915800832772,103,113.43066774574851,118,180.61456220132698,110,14.345482606238082,5,0,54.174379862289356
32.8316227244433,54,410,0.0,0.0,0,264.62402419063585,105,243.0885020402201,99,176.65503071473034,109,10.008418863777836,2,0,76.30488706169842
6.316059084040901,115,415,0.0,0.0,0,244.9798871491974,96,250.52329423937712,75,270.1885069423985,123,13.660492614494887,7,1,78.79033354506615
27.28722799744954,85,510,0.0,0.0,0,161.28992318749923,96,188.00136537755068,139,149.28586261989886,111,10.505532640306056,2,5,52.955286586224354
30.175805423441442,166,409,0.0,0.0,0,219.6055401362925,91,271.0327857599339,79,241.19428921702462,67,9.383493355577778,4,2,73.75876751828102
42.68678279043766,58,410,0.3945760755976464,0.0,0,149.68453316064915,122,163.38040535186283,94,197.11451332517836,97,8.75660860478117,6,4,50.561604890273266
30.171079035160133,55,510,0.0,0.42182817853883137,11,104.56308727680467,120,224.6687065238819,105,210.10177319657527,68,11.384365635707766,3,5,49.403501578895195
9.987358279514279,129,510,0.0,0.0,0,139.30434374185108,109,221.79782812907445,68,178.05889789247345,122,10.350859010743527,3,2,53.338745565578115
12.646722982104116,82,510,0.0,0.0,0,262.32388997443445,138,213.36255836468084,102,272.99181806702046,98,8.28640589207468,6,1,77.24961732752014
39.14209793340057,117,415,0.0,0.0,0,114.37352905092509,105,207.0546755033978,102,211.0447551664986,87,5.129482479919316,3,4,47.92312160851673
35.45296685090252,19,510,0.0,0.0,0,234.85407013118456,83,197.15233366717734,95,173.29691562495827,98,12.564426536591833,3,0,67.87063222547778
19.143763692823306,96,415,0.0,0.0,0,95.81648787411298,116,230.16962428479906,78,201.86116693020526,69,12.218745435725564,3,4,48.24157072323547
14.052821162910224,82,415,0.0,0.0,0,297.19165403329896,125,222.99959806864717,88,207.29915441547098,135,12.501774612704804,4,0,82.18410928580931
32.86518153445497,62,408,0.0,0.0,0,147.6506051148499,74,164.59890542694944,100,215.9865181534455,124,12.210121022969979,2,5,52.11327064238767
37.457146759057025,37,510,0.8211982825502265,0.0,0,172.32783450416073,118,175.5618485540894,92,231.15612568416398,102,9.925161202214841,1,0,57.30902338006011
33.98747915846822,112,415,0.0,0.0015651051914729042,0,174.3359974194039,123,140.2014085946723,123,215.39483515286815,89,9.00172161571062,5,3,53.67646388444078
27.00041507201748,60,410,0.0,0.0,0,278.9647608314655,108,239.20170179527165,119,239.8548510984856,73,10.718283699495199,3,1,81.45037771553591
45.6931877113474,116,408,0.9488646185578993,0.0,0,166.65512218145372,86,178.03692150514206,88,247.8812791711696,131,14.06931877113474,6,2,58.42363840660043
18.86410830500583,109,413,0.25760722033372185,0.0,0,227.0440180508343,109,271.3644876509585,62,212.0089210101979,91,11.733264115265813,3,3,74.37068804306247
37.28570359582674,122,414,1.0,0.0,0,232.5131193794246,130,243.39643151114763,100,181.8523727568005,59,10.994047529965222,2,0,71.3642896695441
22.207590905898776,113,510,0.6037954529493877,0.0,0,143.14043175912735,80,189.96676812850956,108,178.76359549508555,74,10.752788639396163,2,3,51.42638998806142
35.19387060555175,75,410,0.0,0.0,0,151.32812389102614,78,172.13977299832078,106,217.15961732007736,125,12.676092103808873,2,4,53.559456464196124
16.801413466461337,25,510,0.0,0.0,0,235.29498195816458,93,187.09420510203876,79,178.98777359374202,109,14.601625407797979,5,0,67.89455823275641
11.222227713494775,82,415,0.0,0.3838388830449795,10,167.146464446782,88,226.62221782920417,77,193.84949774505188,109,11.252526101176466,4,1,59.43777772286506
14.331506329844702,101,415,0.543763491044458,0.456236508955542,8,155.3376349104446,89,175.79387141940012,89,162.20164430313977,106,11.554376349104446,4,1,51.76983556968602
38.24988654302075,122,410,0.6309469782390834,0.0,0,153.99861772748744,89,178.16429543916965,95,250.06429543916965,130,14.616674230465282,5,1,56.52604209183822
16.78357501115944,74,414,0.878974999514807,0.0,0,239.7530100118387,138,263.5451374929647,101,155.25619001145057,81,9.536307500145558,2,0,72.73015125196503
28.513686741124854,164,415,0.4189477901874754,1.0,31,197.92842168528122,126,151.7831686497806,85,206.40231005345032,101,11.901475497806144,3,1,59.04846441475867
15.765314621509436,125,408,1.0,0.0,0,183.1454310000087,113,171.98068001594194,94,180.65730389641217,125,7.625353414342525,2,1,55.94124456613731
48.22480838666861,86,414,0.0,0.0,0,147.98927502378996,84,219.00412488757408,116,205.22784332677188,126,9.57218620384014,3,4,55.59395105973927
20.39639971836193,143,408,0.0,0.0,0,148.49819985918097,83,187.5169360732259,127,149.8962160168983,97,8.012252019714666,3,7,50.085054188593666
24.387973206132205,120,415,0.3547712918359842,0.3547712918359842,9,256.2213603822313,98,262.39667980857035,85,170.80891559774662,107,11.13900631592167,3,2,76.55692822958997
33.0,86,414,0.0,0.0,0,165.616098236112,61,178.46085024731252,88,241.14407650022528,130,7.120508586095912,6,4,56.101075417637595
16.628547065541717,96,408,0.0,0.668572646722914,14,139.6354085937442,111,164.68742053162876,127,198.06738642338718,94,11.33600170541208,3,5,49.70805163681243
21.0,109,510,0.3213300433274352,0.3213300433274352,8,273.62577323049914,111,195.83158124696638,106,260.32215767937697,116,9.524379272962843,4,2,77.453271388994
16.600319807595163,148,510,1.0,0.0,0,50.052479940446126,92,278.44249564450917,91,212.25427258087936,92,11.53516804214582,2,0,44.83219519715974
19.685894241753694,126,510,0.5936607912085384,0.0,0,262.35242647912776,79,247.70519733626074,93,118.99077665494548,103,10.590776654945484,2,2,73.8644345006604
21.131705392360665,118,408,0.9898688159722566,0.9898688159722566,20,156.16263157187615,121,209.00548126666732,124,158.81752173472182,81,11.118236131249938,3,4,54.46617354062522
31.36096046409542,106,408,0.0,0.0,0,182.13987621411056,129,205.0745468844151,109,170.44408983668868,94,9.879891534148705,6,1,58.73262434251483
18.734261048475265,22,415,0.0,0.08671305242376326,2,98.21900579705985,95,158.08462569335444,70,284.49706429594215,78,11.525453936301785,3,4,46.04855763418721
35.77485306331036,133,410,0.6125734683448192,0.0,0,258.22558143806214,88,251.85131612151034,93,186.62338369641398,106,8.154970612662073,2,1,75.90568618635382
21.904932350274063,91,415,0.0,0.0,0,265.77252083030913,123,242.96238285390046,109,160.3231780308529,112,15.00208225045385,2,1,77.10505205626134
22.03151499838969,123,510,0.7239730554660938,0.0,0,258.80793289132225,76,249.24288205449992,94,118.76924580570764,105,10.36924580570764,2,2,73.32103235870639
19.928934662459042,146,415,0.0,0.0,0,134.98451722019055,111,207.06116672176842,85,162.20913743091396,80,12.284390891482582,2,4,51.15854047337571
16.853387161569007,128,415,0.0,0.0,0,136.3758182863733,118,222.30782840083316,110,147.64842198712537,95,10.463376070328227,5,1,51.54200363773904
43.0,4,415,0.0,0.0,0,180.2993718179585,106,134.80033423346634,105,153.88136349566744,75,9.800668466932676,3,4,51.682331577286135
46.79619516471342,116,415,0.0,0.0,0,257.63165995663036,98,231.9202454507706,112,253.27513353787919,121,9.054347956076422,4,3,77.35983736273883
39.284274247586914,101,510,0.8578628762065423,0.0,0,266.16230033788764,124,142.43508093696934,91,308.13245953151534,127,11.616733779102244,2,1,74.3599095992353
42.847814060498244,97,414,0.011706610730904066,0.0,0,217.33696734555156,121,302.8415946681358,72,197.22760205696684,71,12.37307479531892,2,0,74.904245456392
32.35762313859597,135,412,0.422034260127639,0.0,0,261.3522012912597,85,249.27423555138733,116,188.7472784025665,106,9.455085650319099,2,2,76.66125353535239
18.459511508150126,115,410,0.0,0.7049592923458438,22,204.72034053600268,107,115.11726123313272,72,181.5568764687453,137,9.83760176913539,5,5,55.423678761605224
29.91600296278562,92,510,1.0,0.486000493797603,16,261.1172099747116,83,252.93740044441785,98,141.19062325786712,98,9.073799160544075,1,2,74.68748255787158
12.959600792858144,95,410,0.0,1.0,27,148.49064382837219,94,162.7959600792858,126,180.72307842561025,102,10.193359569591294,2,4,49.964620470051614
29.775305975349475,86,415,0.04373907230894736,0.0,0,238.27778077773183,92,195.63988969424858,113,308.6101223901398,78,11.32564357707479,7,2,74.07749562892359
26.230032951237455,117,408,0.0,0.0,0,206.30654479967157,130,208.56357759315853,105,167.8273168051311,95,6.185623724890968,5,1,62.02154887825679
28.24072810648724,78,510,0.44135760354957465,0.0,0,250.95925824851898,123,233.5355138313952,115,278.23147668046516,96,10.268208571003681,5,2,77.80253181597796
29.43167353172658,117,510,0.0,0.6568326468273418,22,120.07436915351717,102,191.34753275327068,95,73.67330587309368,75,10.468326468273418,4,4,42.821057281436275
